business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,attributes,categories,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,type
#NAME?,El Rancho Nuevo,1644 Country Club Plaza Dr,Saint Charles,MO,63303,38.7687445,-90.5219795,3.5,66,"{'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'WiFi': ""'paid'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None'}","Mexican, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,11:0-22:0,all restaurants
TCxvQgfBD6_JjOM3N1VPRA,High Ridge Family Diner,4560 Gravois Rd,High Ridge,MO,63049,38.48639791,-90.5041513,4.5,8,"{'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Diners, Restaurants",,,,,,,,all restaurants
lPPYZr1_jx0XeW-xR9WJtw,DOSC,"10190 - 104 Street NW, Main Floor",Edmonton,AB,T5J 1A7,53.54287209,-113.4995123,4,87,"{'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'CoatCheck': 'True', 'Smoking': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{u'dj': False, u'live': None, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'OutdoorSeating': 'False', 'BYOB': 'False', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Bars, Cocktail Bars, Coffee & Tea, Food, Restaurants, Cafes, Steakhouses, Nightlife, Tapas/Small Plates",8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,all restaurants
0sr1EyOc6Td1C-962QW88w,La Cucina Italian Eatery,1642 Butler Pike,Conshohocken,PA,19428,40.088398,-75.2926963,4,44,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True'}","Italian, American (Traditional), Pizza, Restaurants, Cheesesteaks",0:0-0:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,11:0-22:0,all restaurants
SFKjUQ1gmfwm7cJhMCFmkA,ZigZag Scallop,4417 Calienta St,Hernando Beach,FL,34607,28.4977,-82.650015,4,214,"{'Alcohol': ""'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""'average'"", 'GoodForDancing': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Corkage': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': ""u'outdoor'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'CoatCheck': 'False', 'BYOB': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Caters': 'True'}","Nightlife, Seafood, Bars, Restaurants, American (Traditional)",11:30-21:0,,,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0,all restaurants
frsWe9bmMOMIBOBNzsCTew,African Palace Bar And Grill,4005 7 Hills Dr,Florissant,MO,63033,38.7790065,-90.2800209,4,26,"{'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': False}"", 'HappyHour': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'WheelchairAccessible': 'True', 'BikeParking': 'False'}","Restaurants, African, Caribbean",,12:0-23:0,12:0-23:0,12:0-23:0,12:0-1:30,12:0-1:0,16:0-23:0,all restaurants
#NAME?,Bagelicious and More,1232 Kingsway Rd,Brandon,FL,33510,27.9588018,-82.2789713,3.5,7,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True'}","Food, Breakfast & Brunch, Restaurants, Bagels, Coffee & Tea",6:0-15:30,6:0-15:30,6:0-15:30,6:0-15:30,6:0-15:30,6:0-15:30,6:0-15:30,all restaurants
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,270 Storke Rd,Goleta,CA,93117,34.4290427,-119.8693616,2.5,94,"{'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'BYOBCorkage': ""'yes_free'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'Caters': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Chicken Wings, Salad, Restaurants, Pizza, Italian, Sandwiches",0:0-0:0,11:0-20:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,all restaurants
yFqq66GxRjnhZXPgjA6hnw,KFC,716 Adams Ave,Philadelphia,PA,19124,40.031578,-75.104787,2,7,"{'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'RestaurantsReservations': 'False', 'GoodForMeal': 'None', 'BusinessParking': 'None', 'Ambience': 'None', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'False', 'DriveThru': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1'}","Restaurants, Chicken Shop, Fast Food, Chicken Wings",10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-0:0,10:30-0:0,10:30-22:0,all restaurants
IbndcMURguByburM72o3SA,State Street Kitchen,24 S State St,Newtown,PA,18940,40.2285432,-74.9370146,4.5,124,"{'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsGoodForGroups': 'False'}","Korean, American (Traditional), Sandwiches, Cheesesteaks, Restaurants, Coffee & Tea, Breakfast & Brunch, Food",,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,8:0-15:0,8:0-14:30,all restaurants
diwwt5QBU3-Thig9SVlsOA,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.52956164,-119.8145651,3.5,592,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}"", 'OutdoorSeating': 'False', 'Caters': 'False', 'WiFi': ""'free'"", 'RestaurantsAttire': ""'casual'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""'average'"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'ByAppointmentOnly': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'RestaurantsDelivery': 'True'}","Bars, Nightlife, American (Traditional), Music Venues, Food, Arts & Entertainment, Restaurants, Breweries",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-22:0,all restaurants
3uvFklejzRPwEPEZQ5vHYQ,Wawa,100 E Old Baltimore Pike,Media,PA,19063,39.91617554,-75.38765464,3.5,14,"{'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Delis, Convenience Stores, Restaurants, Food, Coffee & Tea, Sandwiches",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,all restaurants
0l_njS4wGMadAk1b4nZRUA,Panera Bread,150 Allendale Rd,King of Prussia,PA,19406,40.089985,-75.382315,2.5,58,"{'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'NoiseLevel': ""u'average'""}","Restaurants, Bakeries, Cafes, Bagels, Food, Soup, Salad, Sandwiches, Breakfast & Brunch",7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,all restaurants
lB6jIOb1UBATmdfot4KJew,Soco's Gyros,5530 S Lindbergh Blvd,Saint Louis,MO,63123,38.5245347,-90.355678,4,126,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'HasTV': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True'}","Delis, Kebab, Turkish, Mediterranean, Greek, Restaurants, Food",11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,,all restaurants
cm0bhBDPM3bjBefmEXa3BQ,Nudy's Cafe - Chadds Ford,240 Painters' Crossing,Chadds Ford,PA,19317,39.8808598,-75.5482765,3.5,63,"{'RestaurantsReservations': 'False', 'Caters': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'DogsAllowed': 'False', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}""}","Breakfast & Brunch, Restaurants, American (Traditional)",7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-15:0,7:0-15:0,all restaurants
MObScX791gFEwtkoFA9GQg,Creekside Inn,197 E Ave,Woodstown,NJ,8098,39.65126,-75.31747,3.5,20,"{'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'True', 'CoatCheck': 'True'}","Restaurants, American (New), Event Planning & Services, Bars, Pubs, American (Traditional), Social Clubs, Hotels, Hotels & Travel, Nightlife, Arts & Entertainment, Venues & Event Spaces",,,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,,all restaurants
3c9TiufCFT2yXXj3R08Vwg,Snellgroves Restaurant,109 S Collins St,Plant City,FL,33563,28.0148425,-82.1231756,3.5,64,"{'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': True}"", 'RestaurantsDelivery': 'True'}","Southern, American (New), Breakfast & Brunch, Restaurants",7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-21:0,7:0-21:0,7:0-14:0,all restaurants
TJe1ZGe-X0-GjOQd00kKxA,Brixx Craft House,"7700 W State St, Ste 100",Boise,ID,83714,43.671633,-116.283591,4,115,"{'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'True', 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': True, u'friday': True, u'saturday': False, u'sunday': False}"", 'RestaurantsGoodForGroups': 'True', 'Music': ""{u'dj': False, u'live': None, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","American (Traditional), Pubs, Sports Bars, Nightlife, Bars, Gastropubs, Beer Bar, Restaurants, Cocktail Bars",0:0-0:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-22:0,10:0-20:0,all restaurants
nHUJCK-Ek_lAVTSyEz9GEQ,Adventure Coast Fun Park,9227 County Line Rd,Spring Hill,FL,34608,28.4352625,-82.5669664,4.5,10,"{'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': 'None', 'WiFi': ""u'no'""}","American (New), Restaurants, Event Planning & Services, Arts & Entertainment, Arcades, Race Tracks, Active Life, Mini Golf, Go Karts, Venues & Event Spaces",12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,12:0-21:0,11:0-21:0,11:0-21:0,all restaurants
HCbJPXWXvwN-C7XfmVy3gA,Granite City Food & Brewery,"49 W Maryland St, Ste B03A",Indianapolis,IN,46204,39.7664201,-86.15924532,3.5,258,"{'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'None', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Desserts, Breweries, Breakfast & Brunch, Restaurants, Barbeque, American (New), Food, American (Traditional)",11:0-18:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,8:0-21:0,all restaurants
jZoeTGRfhG9n_Jo6VMqwxw,Sushi Wasabi,5714 111 Street NW,Edmonton,AB,T6H 3G1,53.49457728,-113.5179465,4,57,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False'}","Restaurants, Sushi Bars, Japanese",,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,17:0-20:30,all restaurants
A1lAqN3SOaBLoo6NqVcy4Q,McDonald's,11110 Causeway Blvd,Brandon,FL,33511,27.925332,-82.325395,2,6,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Sandwiches, Burgers, Food, Fast Food, Restaurants, Coffee & Tea",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,all restaurants
O0YHVrUtxbsEhQ4qaWkVaw,Boston Pizza,10115 Princess Elizabeth Avenue NW,Edmonton,AB,T5G 0X9,53.5695004,-113.494179,2.5,6,"{'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True'}","Italian, Restaurants, Pizza",,,,,,,,all restaurants
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,272 S 20th St,Philadelphia,PA,19103,39.948365,-75.1744997,4,28,"{'DogsAllowed': 'False', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': True, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Indian",16:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,11:0-22:0,all restaurants
